time,X_value,Y_value,Z_value
14.381,13.00000,24.90000,-14.80000
14.402,13.00000,24.90000,-14.80000
14.432,13.00000,24.90000,-15.10000
14.463,13.00000,24.90000,-15.20000
14.482,13.10000,24.80000,-15.00000
14.512,13.10000,24.80000,-15.00000
14.541,13.10000,24.70000,-15.00000
14.561,13.10000,24.70000,-15.00000
14.582,13.10000,24.70000,-15.10000
14.602,13.10000,24.70000,-15.00000
14.628,13.10000,24.70000,-15.10000
14.642,13.10000,24.60000,-15.20000
14.663,13.10000,24.70000,-15.20000
14.712,13.10000,24.70000,-15.00000
14.761,13.10000,24.70000,-15.00000
14.782,13.10000,24.70000,-15.10000
14.821,13.10000,24.70000,-15.00000
14.844,13.10000,24.80000,-15.00000
14.861,13.10000,24.80000,-14.90000
14.881,13.20000,24.80000,-14.80000
14.912,13.20000,24.80000,-14.80000
14.941,13.20000,24.80000,-14.60000
14.991,13.20000,24.80000,-14.50000
15.013,13.20000,24.70000,-14.60000
15.082,13.20000,24.70000,-14.50000
15.121,13.20000,24.70000,-14.40000
15.145,13.20000,24.60000,-14.60000
15.163,13.20000,24.60000,-14.70000
15.181,13.20000,24.60000,-14.70000
15.208,13.10000,24.60000,-14.80000
15.231,13.10000,24.70000,-14.80000
15.253,13.20000,24.70000,-14.70000
15.278,13.20000,24.70000,-14.80000
15.297,13.20000,24.70000,-14.80000
15.328,13.20000,24.70000,-14.80000
15.371,13.20000,24.90000,-14.90000
15.413,13.10000,24.90000,-15.00000
15.431,13.10000,24.90000,-15.00000
15.471,13.10000,24.90000,-14.80000
15.502,13.20000,24.90000,-14.80000
15.531,13.20000,24.90000,-14.70000
15.561,13.00000,25.00000,-14.80000
15.581,13.00000,25.00000,-14.70000
15.612,13.00000,25.00000,-14.70000
15.621,12.90000,25.00000,-14.70000
15.646,13.00000,25.00000,-14.70000
15.662,13.00000,25.00000,-14.70000
15.701,13.00000,24.90000,-14.60000
15.726,13.00000,24.90000,-14.50000
15.745,13.00000,25.00000,-14.30000
15.762,13.10000,24.90000,-14.40000
15.795,13.10000,24.90000,-14.50000
15.814,13.10000,24.90000,-14.40000
15.831,13.00000,24.90000,-14.50000
15.861,13.10000,24.80000,-14.40000
15.892,13.10000,24.90000,-14.50000
15.941,13.20000,24.80000,-14.30000
15.963,13.20000,24.80000,-14.30000
16.003,13.20000,24.80000,-14.50000
16.031,13.10000,24.90000,-14.60000
16.052,13.10000,24.90000,-14.60000
16.081,13.10000,24.90000,-14.50000
16.112,13.10000,24.90000,-14.50000
16.131,13.10000,24.80000,-14.60000
16.161,13.10000,24.90000,-14.70000
16.191,13.10000,24.90000,-14.70000
16.221,13.10000,24.90000,-14.50000
16.252,13.10000,24.90000,-14.40000
16.279,13.10000,24.90000,-14.30000
16.322,13.10000,24.90000,-14.20000
16.358,13.10000,24.90000,-14.30000
16.386,13.20000,24.90000,-14.30000
16.393,13.10000,25.00000,-14.30000
16.427,13.10000,25.00000,-14.30000
16.446,13.10000,25.00000,-14.20000
16.472,13.10000,25.00000,-14.20000
16.494,13.10000,25.00000,-14.40000
16.521,13.10000,25.00000,-14.50000
16.551,13.10000,25.00000,-14.60000
16.579,13.10000,25.00000,-14.70000
16.611,13.10000,25.00000,-14.80000
16.661,13.00000,25.00000,-14.90000
16.681,13.10000,25.00000,-14.80000
16.702,13.10000,25.00000,-14.90000
16.742,13.20000,24.90000,-14.90000
16.772,13.20000,24.90000,-14.80000
16.775,13.20000,25.00000,-14.80000
16.795,13.20000,24.90000,-14.60000
16.841,13.20000,24.90000,-14.50000
16.862,13.30000,24.80000,-14.50000
16.881,13.20000,24.80000,-14.30000
16.902,13.30000,24.80000,-14.30000
16.931,13.30000,24.70000,-14.10000
16.961,13.40000,24.70000,-13.90000
16.991,13.40000,24.70000,-13.80000
17.013,13.40000,24.70000,-13.80000
17.102,13.30000,24.80000,-13.80000
17.141,13.30000,24.80000,-13.90000
17.173,13.30000,24.80000,-14.00000
17.196,13.30000,24.80000,-14.10000
17.221,13.20000,24.90000,-14.00000
17.241,13.20000,24.90000,-14.20000
17.262,13.20000,24.90000,-14.40000
17.291,13.20000,24.90000,-14.50000
17.314,13.20000,25.00000,-14.50000
17.391,13.20000,24.90000,-14.60000
17.414,13.30000,24.90000,-14.50000
17.445,13.20000,24.90000,-14.50000
17.521,13.20000,24.90000,-14.60000
17.593,13.20000,24.90000,-14.50000
17.651,13.20000,24.80000,-14.60000
17.708,13.10000,24.90000,-14.60000
17.729,13.10000,25.00000,-14.60000
17.746,13.10000,25.00000,-14.60000
17.822,13.10000,24.90000,-14.50000
17.858,13.10000,24.90000,-14.60000
17.862,13.10000,24.90000,-14.50000
17.886,13.00000,25.00000,-14.50000
17.913,13.00000,25.00000,-14.60000
17.951,13.10000,25.00000,-14.60000
17.986,13.10000,24.90000,-14.70000
18.005,13.10000,24.90000,-14.60000
18.032,13.00000,24.90000,-14.60000
18.051,13.10000,24.90000,-14.60000
18.103,13.20000,24.80000,-14.60000
18.144,13.20000,24.90000,-14.70000
18.175,13.20000,24.90000,-14.70000
18.180,13.20000,24.80000,-14.80000
18.203,13.30000,24.80000,-14.70000
18.231,13.20000,24.80000,-14.60000
18.272,13.20000,24.90000,-14.60000
18.314,13.20000,24.90000,-14.60000
18.324,13.20000,24.90000,-14.60000
18.363,13.20000,24.80000,-14.60000
18.381,13.20000,24.90000,-14.60000
18.401,13.20000,24.90000,-14.50000
18.431,13.20000,25.00000,-14.40000
18.453,13.20000,25.00000,-14.50000
18.479,13.30000,24.90000,-14.50000
18.502,13.20000,24.90000,-14.60000
18.529,13.20000,24.90000,-14.50000
18.542,13.20000,24.90000,-14.60000
18.573,13.30000,24.80000,-14.50000
18.593,13.30000,24.80000,-14.70000
18.621,13.30000,24.80000,-14.80000
18.645,13.30000,24.80000,-14.80000
18.663,13.40000,24.80000,-14.90000
18.701,13.40000,24.80000,-15.00000
18.761,13.40000,24.80000,-14.90000
18.782,13.30000,24.80000,-15.00000
18.821,13.30000,24.80000,-15.00000
18.842,13.30000,24.80000,-15.00000
18.863,13.30000,24.90000,-14.90000
18.911,13.40000,24.80000,-14.80000
18.941,13.30000,24.80000,-14.90000
18.972,13.30000,24.90000,-14.80000
18.996,13.20000,24.90000,-14.80000
19.021,13.10000,24.90000,-14.80000
19.054,13.10000,24.90000,-14.90000
19.081,13.20000,24.90000,-15.00000
19.132,13.10000,24.90000,-15.00000
19.157,13.20000,24.80000,-15.10000
19.194,13.20000,24.80000,-15.10000
19.221,13.20000,24.90000,-15.10000
19.246,13.30000,24.80000,-15.00000
19.265,13.30000,24.80000,-15.00000
19.292,13.40000,24.80000,-14.90000
19.321,13.50000,24.80000,-14.90000
19.348,13.40000,24.80000,-14.80000
19.363,13.40000,24.80000,-14.70000
19.381,13.50000,24.80000,-14.60000
19.414,13.50000,24.80000,-14.50000
19.441,13.50000,24.80000,-14.40000
19.481,13.40000,24.80000,-14.50000
19.502,13.40000,24.80000,-14.40000
19.533,13.50000,24.80000,-14.30000
19.565,13.50000,24.80000,-14.40000
