time,X_value,Y_value,Z_value
15.330,-0.53416,-0.28801,9.78786
15.370,-0.53342,-0.28813,9.78789
15.411,-0.53240,-0.28787,9.78796
15.451,-0.53277,-0.28760,9.78794
15.491,-0.53308,-0.28739,9.78793
15.531,-0.53278,-0.28735,9.78795
15.570,-0.53266,-0.28722,9.78796
15.610,-0.53256,-0.28711,9.78797
15.651,-0.53245,-0.28713,9.78797
15.690,-0.53198,-0.28714,9.78800
15.731,-0.53258,-0.28657,9.78798
15.771,-0.53281,-0.28680,9.78796
15.812,-0.53337,-0.28701,9.78793
15.851,-0.53363,-0.28699,9.78791
15.891,-0.53385,-0.28660,9.78791
15.931,-0.53454,-0.28644,9.78788
15.971,-0.53385,-0.28663,9.78791
16.011,-0.53360,-0.28717,9.78791
16.051,-0.53387,-0.28721,9.78790
16.091,-0.53413,-0.28685,9.78789
16.131,-0.53362,-0.28677,9.78792
16.171,-0.53233,-0.28578,9.78802
16.212,-0.53155,-0.28491,9.78809
16.251,-0.53225,-0.28503,9.78805
16.292,-0.53288,-0.28474,9.78802
16.332,-0.53342,-0.28473,9.78799
16.372,-0.53454,-0.28541,9.78791
16.412,-0.53518,-0.28601,9.78786
16.452,-0.53487,-0.28645,9.78786
16.492,-0.53422,-0.28684,9.78789
16.532,-0.53402,-0.28619,9.78792
16.572,-0.53439,-0.28643,9.78789
16.613,-0.53434,-0.28667,9.78788
16.653,-0.53522,-0.28660,9.78784
16.693,-0.53600,-0.28655,9.78780
16.732,-0.53622,-0.28631,9.78779
16.773,-0.53663,-0.28540,9.78780
16.813,-0.53664,-0.28494,9.78781
16.853,-0.53659,-0.28462,9.78782
16.893,-0.53619,-0.28433,9.78785
16.933,-0.53617,-0.28448,9.78785
16.973,-0.53524,-0.28426,9.78791
17.013,-0.53477,-0.28406,9.78794
17.053,-0.53428,-0.28397,9.78797
17.093,-0.53348,-0.28389,9.78801
17.133,-0.53390,-0.28350,9.78800
17.173,-0.53284,-0.28439,9.78803
17.213,-0.53226,-0.28519,9.78804
17.253,-0.53277,-0.28535,9.78801
17.293,-0.53322,-0.28513,9.78799
17.333,-0.53359,-0.28432,9.78799
17.374,-0.53355,-0.28361,9.78802
17.414,-0.53276,-0.28281,9.78808
17.453,-0.53343,-0.28187,9.78807
17.494,-0.53402,-0.28102,9.78807
17.534,-0.53371,-0.28163,9.78806
17.574,-0.53344,-0.28216,9.78806
17.614,-0.53350,-0.28340,9.78803
17.655,-0.53280,-0.28381,9.78805
17.694,-0.53220,-0.28378,9.78809
17.734,-0.53303,-0.28385,9.78804
17.775,-0.53338,-0.28431,9.78801
17.815,-0.53272,-0.28405,9.78805
17.854,-0.53277,-0.28425,9.78804
17.894,-0.53245,-0.28405,9.78806
17.935,-0.53312,-0.28386,9.78803
17.975,-0.53371,-0.28368,9.78801
18.015,-0.53347,-0.28420,9.78800
18.055,-0.53509,-0.28363,9.78793
18.095,-0.53688,-0.28351,9.78784
18.135,-0.53654,-0.28318,9.78787
18.175,-0.53588,-0.28286,9.78791
18.215,-0.53627,-0.28353,9.78787
18.255,-0.53708,-0.28362,9.78782
18.295,-0.53780,-0.28369,9.78778
18.335,-0.53690,-0.28396,9.78782
18.376,-0.53646,-0.28458,9.78783
18.415,-0.53637,-0.28495,9.78782
18.455,-0.53570,-0.28407,9.78789
18.496,-0.53475,-0.28367,9.78795
18.536,-0.53475,-0.28375,9.78795
18.576,-0.53512,-0.28419,9.78791
18.616,-0.53490,-0.28355,9.78795
18.656,-0.53424,-0.28328,9.78799
18.696,-0.53365,-0.28304,9.78803
18.736,-0.53382,-0.28328,9.78801
18.776,-0.53397,-0.28312,9.78801
18.816,-0.53388,-0.28330,9.78801
18.857,-0.53456,-0.28370,9.78796
18.896,-0.53480,-0.28366,9.78795
18.937,-0.53432,-0.28403,9.78796
18.977,-0.53389,-0.28472,9.78797
19.017,-0.53408,-0.28414,9.78797
19.057,-0.53362,-0.28460,9.78798
19.097,-0.53359,-0.28502,9.78797
19.137,-0.53381,-0.28616,9.78793
19.177,-0.53364,-0.28717,9.78791
19.217,-0.53396,-0.28764,9.78788
19.257,-0.53452,-0.28770,9.78784
19.297,-0.53501,-0.28776,9.78782
19.337,-0.53413,-0.28791,9.78786
19.377,-0.53299,-0.28805,9.78792
19.418,-0.53276,-0.28832,9.78792
19.458,-0.53346,-0.28867,9.78787
19.497,-0.53373,-0.28860,9.78786
