time,X_value,Y_value,Z_value
15.534,18.60000,23.10000,-15.50000
15.562,18.60000,23.20000,-15.50000
15.587,18.60000,23.10000,-15.60000
15.602,18.60000,23.20000,-15.70000
15.622,18.60000,23.10000,-15.60000
15.652,18.50000,23.10000,-15.60000
15.693,18.40000,23.10000,-15.70000
15.732,18.40000,23.10000,-15.60000
15.763,18.40000,23.10000,-15.50000
15.784,18.40000,23.10000,-15.60000
15.803,18.50000,23.00000,-15.50000
15.825,18.50000,23.00000,-15.60000
15.862,18.40000,23.00000,-15.60000
15.885,18.40000,23.00000,-15.60000
15.905,18.40000,23.00000,-15.60000
15.934,18.50000,23.00000,-15.80000
15.954,18.60000,23.00000,-15.70000
15.972,18.60000,23.00000,-15.80000
15.993,18.70000,23.00000,-15.60000
16.023,18.70000,23.00000,-15.50000
16.053,18.70000,23.00000,-15.60000
16.083,18.80000,23.00000,-15.70000
16.104,18.70000,23.00000,-15.70000
16.138,18.70000,23.00000,-15.50000
16.163,18.70000,23.00000,-15.40000
16.190,18.70000,23.10000,-15.40000
16.202,18.80000,23.10000,-15.30000
16.222,18.80000,23.00000,-15.10000
16.243,18.70000,23.00000,-15.00000
16.262,18.70000,23.00000,-14.90000
16.282,18.70000,23.00000,-14.90000
16.303,18.70000,23.10000,-15.00000
16.322,18.60000,23.10000,-15.10000
16.343,18.70000,23.10000,-15.10000
16.369,18.70000,23.00000,-15.10000
16.413,18.60000,23.00000,-15.00000
16.435,18.60000,23.00000,-15.10000
16.467,18.60000,23.00000,-15.30000
16.484,18.60000,23.00000,-15.30000
16.502,18.50000,23.00000,-15.40000
16.523,18.40000,23.00000,-15.60000
16.543,18.40000,23.10000,-15.60000
16.568,18.50000,23.10000,-15.60000
16.584,18.40000,23.10000,-15.70000
16.602,18.50000,23.10000,-15.50000
16.633,18.50000,23.10000,-15.40000
16.672,18.50000,23.10000,-15.50000
16.693,18.50000,23.20000,-15.50000
16.724,18.50000,23.20000,-15.60000
16.741,18.50000,23.20000,-15.50000
16.753,18.50000,23.20000,-15.30000
16.812,18.60000,23.20000,-15.30000
16.844,18.60000,23.10000,-15.20000
16.872,18.50000,23.10000,-15.20000
16.889,18.50000,23.10000,-15.30000
16.905,18.50000,23.10000,-15.40000
16.942,18.50000,23.00000,-15.50000
16.968,18.60000,23.00000,-15.40000
16.985,18.60000,23.00000,-15.20000
17.003,18.60000,23.00000,-15.20000
17.035,18.60000,23.00000,-15.40000
17.092,18.70000,23.00000,-15.40000
17.122,18.70000,23.00000,-15.30000
17.142,18.70000,22.90000,-15.30000
17.177,18.80000,22.90000,-15.30000
17.212,18.80000,22.90000,-15.40000
17.235,18.80000,22.90000,-15.20000
17.257,18.80000,22.90000,-15.20000
17.302,18.80000,22.90000,-15.10000
17.322,18.80000,22.90000,-15.00000
17.342,18.80000,22.90000,-15.00000
17.373,18.80000,23.00000,-14.90000
17.402,18.80000,23.00000,-14.90000
17.422,18.80000,23.00000,-14.90000
17.445,18.80000,23.00000,-15.00000
17.474,18.80000,23.00000,-14.90000
17.495,18.80000,23.00000,-14.90000
17.532,18.80000,23.00000,-14.90000
17.553,18.80000,23.00000,-15.10000
17.582,18.80000,23.00000,-15.20000
17.626,18.80000,23.00000,-15.20000
17.633,18.80000,23.00000,-15.20000
17.658,18.80000,22.90000,-15.40000
17.672,18.90000,23.00000,-15.30000
17.692,18.90000,22.90000,-15.40000
17.722,18.90000,23.00000,-15.30000
17.743,18.80000,23.00000,-15.30000
17.771,18.80000,23.00000,-15.40000
17.793,18.70000,23.10000,-15.50000
17.823,18.70000,23.00000,-15.50000
17.842,18.60000,23.00000,-15.50000
17.873,18.60000,23.10000,-15.50000
17.892,18.70000,23.10000,-15.30000
17.912,18.60000,23.10000,-15.30000
17.936,18.50000,23.10000,-15.30000
17.952,18.50000,23.10000,-15.40000
17.973,18.50000,23.10000,-15.40000
17.993,18.50000,23.10000,-15.50000
18.023,18.40000,23.10000,-15.60000
18.039,18.50000,23.00000,-15.60000
