time,X_value,Y_value,Z_value
43.819,24.06921,5.51147,13.22784
43.884,23.88458,5.54352,11.75232
43.953,24.44153,6.08215,14.41650
44.020,23.68927,4.96674,10.85663
44.086,23.72131,5.83649,12.05444
44.154,24.08142,5.79834,13.82294
44.221,23.90137,5.81818,12.93793
44.288,24.25690,6.11267,12.94098
44.356,23.53210,5.53436,12.34436
44.423,24.59564,5.81207,12.93488
44.490,24.60327,6.11115,12.93945
44.557,24.77112,5.48248,14.40430
44.624,23.87238,5.25665,11.15570
44.691,24.06006,5.21393,13.22174
44.759,24.05243,5.23834,12.04071
44.825,24.07227,5.49927,13.81683
44.892,24.78790,6.40106,13.24005
44.960,24.94049,5.20020,13.51166
45.027,24.24011,5.83954,11.75537
45.094,24.05701,5.22614,12.63123
45.162,23.73505,5.80139,13.82599
45.228,23.91052,6.11572,12.94403
45.295,24.23553,5.20630,13.51624
45.363,24.21417,4.94385,11.73859
45.429,24.07227,5.49927,13.81683
45.497,23.16895,4.94080,12.33673
45.564,25.12360,5.49164,13.81073
45.631,24.96033,6.10809,12.93793
45.698,24.57886,5.21545,12.92267
45.766,23.70911,5.55115,11.45782
45.833,24.75891,5.19714,13.80768
45.899,23.70148,4.93011,12.62817
45.966,23.69232,4.63257,12.62207
46.034,24.25232,5.80292,13.52692
46.101,23.70605,5.56335,10.86731
46.169,23.51074,4.94995,11.74316
46.236,24.39880,5.55725,10.86273
46.303,24.06921,5.83344,12.05292
46.371,24.43237,5.78308,14.41193
46.437,23.88153,5.55573,11.16180
46.506,23.88458,5.54352,11.75232
46.571,23.53210,5.53436,12.34436
46.638,23.70911,5.22919,12.63275
46.706,24.41254,5.84412,11.45935
46.772,23.33527,4.63409,12.62360
46.840,23.87238,4.93469,12.33215
46.907,24.06006,5.53589,12.04681
46.973,23.92273,6.07910,14.71558
47.041,24.05701,5.87006,10.27985
47.108,24.75433,5.53131,12.04224
47.175,24.06006,5.21393,13.22174
47.243,23.51990,5.24750,11.74927
47.310,23.53210,5.53436,12.34436
47.376,24.07227,5.49927,13.81683
47.444,24.06921,5.51147,13.22784
47.511,24.24011,5.83954,11.75537
47.578,24.77417,5.79224,13.81989
47.646,23.72742,6.14624,11.47003
47.712,24.23553,5.20630,13.51624
47.780,24.05243,5.23834,12.04071
47.847,24.23248,5.54047,11.75079
47.914,23.34900,5.24445,12.04529
47.981,23.71368,5.53894,12.04834
48.048,24.21417,4.94385,11.73859
48.116,24.42322,5.48553,14.40582
48.182,23.70148,4.93011,12.62817
48.250,23.72742,6.14624,11.47003
48.317,24.25690,5.79071,14.11743
48.383,24.07227,5.82123,12.64191
48.451,23.90137,5.81818,12.93793
48.518,23.87695,5.24445,11.74774
48.585,25.11597,5.51605,12.62970
48.652,24.08905,6.09741,13.82904
48.720,24.06921,5.51147,13.22784
48.787,23.72131,5.83649,12.05444
48.854,24.07227,6.14471,11.46698
48.921,23.72131,5.83649,12.05444
48.988,24.06921,5.83344,12.05292
49.055,23.88916,5.53131,12.34283
49.123,24.06464,6.16913,10.28595
49.190,23.51074,4.94995,11.74316
49.257,24.23248,5.54047,11.75079
